name	support	dist	leaves	sample1_sum	sample1_min	sample1_max	sample1_mean	sample1_variance	sample2_sum	sample2_min	sample2_max	sample2_mean	sample2_variance	sample3_sum	sample3_min	sample3_max	sample3_mean	sample3_variance	sample4_sum	sample4_min	sample4_max	sample4_mean	sample4_variance	sample5_sum	sample5_min	sample5_max	sample5_mean	sample5_variance	random_type_counter	taxid	sci_name	common_name	lineage	rank	named_lineage	nleaves	sample1	sample2	sample3	sample4	sample5	random_type
GB_GCA_002010925.1	1.0	1.0																												GB_GCA_002010925.1	GB_GCA_002010925.1		1;2;79;1547;1548;1549;2642;7782;7783	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA233;s__UBA233 sp002010925;GB_GCA_002010925.1		0.8	0.2	0.34	0.03	0.35	high
GB_GCA_002507245.1	1.0	1.0																												GB_GCA_002507245.1	GB_GCA_002507245.1		1;2;79;1547;1548;1549;2642;7904;7905	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA233;s__UBA233 sp002507245;GB_GCA_002507245.1		0.59	0.5	0.75	0.78	0.87	low
GB_GCA_013330975.1	1.0	1.0																												GB_GCA_013330975.1	GB_GCA_013330975.1		1;2;79;1547;1548;1549;2811;2812;2813	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA11855;s__UBA11855 sp11852u;GB_GCA_013330975.1		0.42	0.93	0.7	0.78	0.84	medium
GB_GCA_013330935.1	1.0	1.0																												GB_GCA_013330935.1	GB_GCA_013330935.1		1;2;79;1547;1548;1549;2811;2812;2814	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA11855;s__UBA11855 sp11852u;GB_GCA_013330935.1		0.43	0.56	0.8	0.44	0.15	high
GB_GCA_003601665.1	1.0	1.0																												GB_GCA_003601665.1	GB_GCA_003601665.1		1;2;79;1547;1548;1549;2881;2882;2883	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__JdFR-07;s__JdFR-07 sp003601605;GB_GCA_003601665.1		0.69	0.35	0.75	0.98	0.42	medium
GB_GCA_003601605.1	1.0	1.0																												GB_GCA_003601605.1	GB_GCA_003601605.1		1;2;79;1547;1548;1549;2881;2882;2884	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__JdFR-07;s__JdFR-07 sp003601605;GB_GCA_003601605.1		0.74	0.48	0.68	0.31	0.88	high
GB_GCA_002010975.1	1.0	1.0																												GB_GCA_002010975.1	GB_GCA_002010975.1		1;2;79;1547;1548;1549;2881;6651;6652	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__JdFR-07;s__JdFR-07 sp002010975;GB_GCA_002010975.1		0.9	0.6	0.09	0.87	0.74	low
GB_GCA_011051215.1	1.0	1.0																												GB_GCA_011051215.1	GB_GCA_011051215.1		1;2;79;1547;1548;1549;3316;3317;3318	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DSLF01;s__DSLF01 sp011051215;GB_GCA_011051215.1		0.15	0.59	0.38	0.55	0.89	medium
GB_GCA_011054055.1	1.0	1.0																												GB_GCA_011054055.1	GB_GCA_011054055.1		1;2;79;1547;1548;1549;3316;3317;3319	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DSLF01;s__DSLF01 sp011051215;GB_GCA_011054055.1		0.67	0.66	0.3	0.79	0.51	low
GB_GCA_011366335.1	1.0	1.0																												GB_GCA_011366335.1	GB_GCA_011366335.1		1;2;79;1547;1548;1549;3377;3378;3379	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DSZD01;s__DSZD01 sp011364805;GB_GCA_011366335.1		0.26	0.48	0.63	0.34	0.16	low
GB_GCA_011364805.1	1.0	1.0																												GB_GCA_011364805.1	GB_GCA_011364805.1		1;2;79;1547;1548;1549;3377;3378;3380	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DSZD01;s__DSZD01 sp011364805;GB_GCA_011364805.1		0.98	0.4	0.87	0.65	0.62	high
GB_GCA_011374045.1	1.0	1.0																												GB_GCA_011374045.1	GB_GCA_011374045.1		1;2;79;1547;1548;1549;3511;3512;3513	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVP01;s__DRVP01 sp011373965;GB_GCA_011374045.1		0.92	0.08	0.72	0.1	0.58	medium
GB_GCA_011373965.1	1.0	1.0																												GB_GCA_011373965.1	GB_GCA_011373965.1		1;2;79;1547;1548;1549;3511;3512;3514	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVP01;s__DRVP01 sp011373965;GB_GCA_011373965.1		0.79	0.98	0.79	0.41	0.08	medium
GB_GCA_011366615.1	1.0	1.0																												GB_GCA_011366615.1	GB_GCA_011366615.1		1;2;79;1547;1548;1549;3511;3898;3899	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVP01;s__DRVP01 sp011364585;GB_GCA_011366615.1		0.4	0.02	0.74	0.1	0.57	medium
GB_GCA_011364585.1	1.0	1.0																												GB_GCA_011364585.1	GB_GCA_011364585.1		1;2;79;1547;1548;1549;3511;3898;3900	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVP01;s__DRVP01 sp011364585;GB_GCA_011364585.1		0.07	0.87	0.53	0.48	0.48	high
GB_GCA_003662705.1	1.0	1.0																												GB_GCA_003662705.1	GB_GCA_003662705.1		1;2;79;1547;1548;1549;3932;3933;3934	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PIYA01;s__PIYA01 sp003601785;GB_GCA_003662705.1		0.96	0.2	0.5	0.66	0.27	medium
GB_GCA_003601785.1	1.0	1.0																												GB_GCA_003601785.1	GB_GCA_003601785.1		1;2;79;1547;1548;1549;3932;3933;3935	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PIYA01;s__PIYA01 sp003601785;GB_GCA_003601785.1		0.17	0.21	0.91	0.92	0.23	medium
GB_GCA_003662325.1	1.0	1.0																												GB_GCA_003662325.1	GB_GCA_003662325.1		1;2;79;1547;1548;1549;3932;4872;4873	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PIYA01;s__PIYA01 sp003662325;GB_GCA_003662325.1		0.41	0.57	0.42	0.94	0.59	high
GB_GCA_004376975.1	1.0	1.0																												GB_GCA_004376975.1	GB_GCA_004376975.1		1;2;79;1547;1548;1549;4210;4211;4212	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__SOJA01;s__SOJA01 sp004376975;GB_GCA_004376975.1		0.32	0.32	0.44	0.82	0.26	low
GB_GCA_011370995.1	1.0	1.0																												GB_GCA_011370995.1	GB_GCA_011370995.1		1;2;79;1547;1548;1549;4237;4238;4239	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRUK01;s__DRUK01 sp011370995;GB_GCA_011370995.1		0.12	0.52	0.73	0.05	0.73	medium
GB_GCA_007050895.1	1.0	1.0																												GB_GCA_007050895.1	GB_GCA_007050895.1		1;2;79;1547;1548;1549;4317;4318;4319	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__SG8-32-3;s__SG8-32-3 sp007050895;GB_GCA_007050895.1		0.44	0.72	0.0	0.23	0.88	high
GB_GCA_001273335.1	1.0	1.0																												GB_GCA_001273335.1	GB_GCA_001273335.1		1;2;79;1547;1548;1549;4317;7498;7499	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__SG8-32-3;s__SG8-32-3 sp001273335;GB_GCA_001273335.1		0.75	0.41	0.79	0.02	0.95	low
GB_GCA_013388895.1	1.0	1.0																												GB_GCA_013388895.1	GB_GCA_013388895.1		1;2;79;1547;1548;1549;4933;4934;4935	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__JACAEI01;s__JACAEI01 sp013388895;GB_GCA_013388895.1		0.43	0.58	0.74	0.26	0.4	high
GB_GCA_013388905.1	1.0	1.0																												GB_GCA_013388905.1	GB_GCA_013388905.1		1;2;79;1547;1548;1549;4933;6099;6100	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__JACAEI01;s__JACAEI01 sp013388905;GB_GCA_013388905.1		0.69	0.42	0.98	0.39	0.72	low
GB_GCA_011334665.1	1.0	1.0																												GB_GCA_011334665.1	GB_GCA_011334665.1		1;2;79;1547;1548;1549;6004;6005;6006	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DTHR01;s__DTHR01 sp011334665;GB_GCA_011334665.1		0.09	0.98	0.91	0.61	0.43	medium
GB_GCA_011053435.1	1.0	1.0																												GB_GCA_011053435.1	GB_GCA_011053435.1		1;2;79;1547;1548;1549;6284;6285;6286	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DSLH01;s__DSLH01 sp011053435;GB_GCA_011053435.1		0.35	0.68	0.01	0.02	0.34	low
GB_GCA_009889605.1	1.0	1.0																												GB_GCA_009889605.1	GB_GCA_009889605.1		1;2;79;1547;1548;1549;6666;6667;6668	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__WUQU01;s__WUQU01 sp009889605;GB_GCA_009889605.1		0.17	0.41	0.7	0.59	0.89	low
GB_GCA_003601875.1	1.0	1.0																												GB_GCA_003601875.1	GB_GCA_003601875.1		1;2;79;1547;1548;1549;6831;6832;6833	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PIYF01;s__PIYF01 sp003601875;GB_GCA_003601875.1		0.94	0.45	0.29	0.26	0.54	low
GB_GCA_001273385.1	1.0	1.0																												GB_GCA_001273385.1	GB_GCA_001273385.1		1;2;79;1547;1548;1549;7266;7267;7268	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__AD8-1;s__AD8-1 sp001273385;GB_GCA_001273385.1		0.83	0.93	0.03	0.56	0.96	low
GB_GCA_002779555.1	1.0	1.0																												GB_GCA_002779555.1	GB_GCA_002779555.1		1;2;79;1547;1548;1549;7784;7785;7786	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__20-14-0-80-47-9;s__20-14-0-80-47-9 sp002779555;GB_GCA_002779555.1		0.39	0.81	0.98	0.33	0.26	medium
GB_GCA_003601845.1	1.0	1.0																												GB_GCA_003601845.1	GB_GCA_003601845.1		1;2;79;1547;1548;2255;2256;2257;2258	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B26-1;s__B26-1 sp001593925;GB_GCA_003601845.1		0.92	0.91	0.43	0.99	0.23	low
GB_GCA_001593925.1	1.0	1.0																												GB_GCA_001593925.1	GB_GCA_001593925.1		1;2;79;1547;1548;2255;2256;2257;2259	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B26-1;s__B26-1 sp001593925;GB_GCA_001593925.1		0.16	1.0	0.79	0.43	0.69	low
GB_GCA_002254475.1	1.0	1.0																												GB_GCA_002254475.1	GB_GCA_002254475.1		1;2;79;1547;1548;2255;2256;2257;2260	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B26-1;s__B26-1 sp001593925;GB_GCA_002254475.1		0.13	0.85	0.26	0.54	0.32	low
GB_GCA_001593935.1	1.0	1.0																												GB_GCA_001593935.1	GB_GCA_001593935.1		1;2;79;1547;1548;2255;2256;6192;6193	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B26-1;s__B26-1 sp001593935;GB_GCA_001593935.1		0.92	0.3	0.92	0.37	0.72	high
GB_GCA_011366715.1	1.0	1.0																												GB_GCA_011366715.1	GB_GCA_011366715.1		1;2;79;1547;1548;2255;2744;2745;2746	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp011364715;GB_GCA_011366715.1		0.31	0.94	0.95	0.46	0.37	medium
GB_GCA_011364715.1	1.0	1.0																												GB_GCA_011364715.1	GB_GCA_011364715.1		1;2;79;1547;1548;2255;2744;2745;2747	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp011364715;GB_GCA_011364715.1		0.22	0.45	0.56	0.63	0.71	medium
GB_GCA_011363945.1	1.0	1.0																												GB_GCA_011363945.1	GB_GCA_011363945.1		1;2;79;1547;1548;2255;2744;3895;3896	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp011363945;GB_GCA_011363945.1		0.36	0.43	0.81	0.13	0.8	low
GB_GCA_011364385.1	1.0	1.0																												GB_GCA_011364385.1	GB_GCA_011364385.1		1;2;79;1547;1548;2255;2744;3895;3897	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp011363945;GB_GCA_011364385.1		0.53	0.22	0.32	0.14	0.59	medium
GB_GCA_011366945.1	1.0	1.0																												GB_GCA_011366945.1	GB_GCA_011366945.1		1;2;79;1547;1548;2255;2744;4235;4236	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp011366945;GB_GCA_011366945.1		0.84	0.13	0.76	0.68	0.19	medium
GB_GCA_011380195.1	1.0	1.0																												GB_GCA_011380195.1	GB_GCA_011380195.1		1;2;79;1547;1548;2255;2744;4730;4731	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp011380195;GB_GCA_011380195.1		0.66	0.67	0.2	0.25	0.65	high
GB_GCA_011363705.1	1.0	1.0																												GB_GCA_011363705.1	GB_GCA_011363705.1		1;2;79;1547;1548;2255;2744;6827;6828	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp011363705;GB_GCA_011363705.1		0.32	0.35	0.92	0.54	0.31	high
GB_GCA_003662645.1	1.0	1.0																												GB_GCA_003662645.1	GB_GCA_003662645.1		1;2;79;1547;1548;2255;4815;4816;4817	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B17-G17;s__B17-G17 sp003662645;GB_GCA_003662645.1		0.72	0.7	0.69	0.67	0.34	high
GB_GCA_003601695.1	1.0	1.0																												GB_GCA_003601695.1	GB_GCA_003601695.1		1;2;79;1547;1548;2255;6014;6015;6016	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B63;s__B63 sp003601695;GB_GCA_003601695.1		0.46	0.66	0.38	0.35	0.82	high
GB_GCA_003661975.1	1.0	1.0																												GB_GCA_003661975.1	GB_GCA_003661975.1		1;2;79;1547;1548;2255;6014;6115;6116	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B63;s__B63 sp003661975;GB_GCA_003661975.1		0.85	0.59	0.37	0.11	0.02	high
GB_GCA_001593845.1	1.0	1.0																												GB_GCA_001593845.1	GB_GCA_001593845.1		1;2;79;1547;1548;2255;6014;7502;7503	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B63;s__B63 sp001593845;GB_GCA_001593845.1		0.36	0.78	0.92	0.42	0.83	medium
GB_GCA_003601725.1	1.0	1.0																												GB_GCA_003601725.1	GB_GCA_003601725.1		1;2;79;1547;1548;2255;6014;7756;7757	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B63;s__B63 sp003601725;GB_GCA_003601725.1		0.81	0.39	0.31	0.15	0.14	high
GB_GCA_003601835.1	1.0	1.0																												GB_GCA_003601835.1	GB_GCA_003601835.1		1;2;79;1547;1548;2255;7709;7710;7711	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__PIYB01;s__PIYB01 sp003601835;GB_GCA_003601835.1		0.22	0.72	0.39	0.51	0.47	low
GB_GCA_001399795.1	1.0	1.0																												GB_GCA_001399795.1	GB_GCA_001399795.1		1;2;79;1547;1548;2803;2804;2805;2806	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BA2;s__BA2 sp001399795;GB_GCA_001399795.1		0.81	0.45	0.06	0.05	0.13	low
GB_GCA_002509245.1	1.0	1.0																												GB_GCA_002509245.1	GB_GCA_002509245.1		1;2;79;1547;1548;2803;2804;2805;2807	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BA2;s__BA2 sp001399795;GB_GCA_002509245.1		0.12	0.13	0.41	0.68	0.51	medium
GB_GCA_004376295.1	1.0	1.0																												GB_GCA_004376295.1	GB_GCA_004376295.1		1;2;79;1547;1548;2803;3471;3472;3473	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__SOJZ01;s__SOJZ01 sp004376295;GB_GCA_004376295.1		0.59	0.45	0.45	0.09	0.6	high
GB_GCA_004377325.1	1.0	1.0																												GB_GCA_004377325.1	GB_GCA_004377325.1		1;2;79;1547;1548;2803;3471;3472;3474	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__SOJZ01;s__SOJZ01 sp004376295;GB_GCA_004377325.1		0.58	0.56	0.1	0.26	0.55	medium
GB_GCA_003096255.1	1.0	1.0																												GB_GCA_003096255.1	GB_GCA_003096255.1		1;2;79;1547;1548;2803;4977;4978;4979	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BIN-L-1;s__BIN-L-1 sp003096255;GB_GCA_003096255.1		0.01	0.04	0.48	0.43	0.79	low
GB_GCA_004376385.1	1.0	1.0																												GB_GCA_004376385.1	GB_GCA_004376385.1		1;2;79;1547;1548;2803;4977;6941;6942	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BIN-L-1;s__BIN-L-1 sp004376385;GB_GCA_004376385.1		0.09	0.18	0.5	0.53	0.64	low
GB_GCA_003096235.1	1.0	1.0																												GB_GCA_003096235.1	GB_GCA_003096235.1		1;2;79;1547;1548;2803;4977;7979;7980	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BIN-L-1;s__BIN-L-1 sp003096235;GB_GCA_003096235.1		0.29	0.71	0.4	0.47	0.39	high
GB_GCA_001399805.1	1.0	1.0																												GB_GCA_001399805.1	GB_GCA_001399805.1		1;2;79;1547;1548;2803;5335;5336;5337	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BA1;s__BA1 sp001399805;GB_GCA_001399805.1		0.56	0.66	0.96	0.99	0.23	low
GB_GCA_003662715.1	1.0	1.0																												GB_GCA_003662715.1	GB_GCA_003662715.1		1;2;79;1547;1548;2803;5975;5976;5977	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__B1-G15;s__B1-G15 sp003662715;GB_GCA_003662715.1		0.47	0.36	0.98	0.66	0.01	low
GB_GCA_002490245.1	1.0	1.0																												GB_GCA_002490245.1	GB_GCA_002490245.1		1;2;79;1547;1548;3576;3577;3578;3579	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B24-2;g__B24-2;s__B24-2 sp002490245;GB_GCA_002490245.1		0.64	0.23	0.69	0.26	0.16	high
GB_GCA_003601655.1	1.0	1.0																												GB_GCA_003601655.1	GB_GCA_003601655.1		1;2;79;1547;1548;3576;3577;3578;3580	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B24-2;g__B24-2;s__B24-2 sp002490245;GB_GCA_003601655.1		0.44	0.12	0.29	0.76	0.15	low
GB_GCA_009889585.1	1.0	1.0																												GB_GCA_009889585.1	GB_GCA_009889585.1		1;2;79;1547;1548;5969;5970;5971;5972	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__WUQV01;g__WUQV01;s__WUQV01 sp009889585;GB_GCA_009889585.1		0.74	0.35	0.15	0.68	0.8	medium
GB_GCA_004376645.1	1.0	1.0																												GB_GCA_004376645.1	GB_GCA_004376645.1		1;2;79;1547;1548;6544;6545;6546;6547	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__SOJC01;g__SOJC01;s__SOJC01 sp004376645;GB_GCA_004376645.1		0.1	0.87	0.36	0.0	0.79	low
GB_GCA_001918315.1	1.0	1.0																												GB_GCA_001918315.1	GB_GCA_001918315.1		1;2;79;1547;1932;1933;1934;1935;1936	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001915065;GB_GCA_001918315.1		0.98	0.48	0.79	0.14	0.06	high
GB_GCA_005883755.1	1.0	1.0																												GB_GCA_005883755.1	GB_GCA_005883755.1		1;2;79;1547;1932;1933;1934;1935;1937	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001915065;GB_GCA_005883755.1		0.38	0.26	0.93	0.03	0.57	medium
GB_GCA_001920575.1	1.0	1.0																												GB_GCA_001920575.1	GB_GCA_001920575.1		1;2;79;1547;1932;1933;1934;1935;1938	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001915065;GB_GCA_001920575.1		0.02	0.37	0.55	0.08	0.37	medium
GB_GCA_001915065.1	1.0	1.0																												GB_GCA_001915065.1	GB_GCA_001915065.1		1;2;79;1547;1932;1933;1934;1935;1939	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001915065;GB_GCA_001915065.1		0.47	0.25	0.83	0.15	0.91	medium
GB_GCA_005882905.1	1.0	1.0																												GB_GCA_005882905.1	GB_GCA_005882905.1		1;2;79;1547;1932;1933;1934;2490;2491	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005882905;GB_GCA_005882905.1		0.65	0.09	0.2	0.13	0.99	high
GB_GCA_005883735.1	1.0	1.0																												GB_GCA_005883735.1	GB_GCA_005883735.1		1;2;79;1547;1932;1933;1934;2490;2492	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005882905;GB_GCA_005883735.1		0.34	0.33	0.64	0.52	0.94	low
GB_GCA_005881655.1	1.0	1.0																												GB_GCA_005881655.1	GB_GCA_005881655.1		1;2;79;1547;1932;1933;1934;2490;2493	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005882905;GB_GCA_005881655.1		0.01	0.93	0.01	0.13	0.1	medium
GB_GCA_005882885.1	1.0	1.0																												GB_GCA_005882885.1	GB_GCA_005882885.1		1;2;79;1547;1932;1933;1934;3273;3274	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005882895;GB_GCA_005882885.1		0.69	0.92	0.8	0.78	0.47	high
GB_GCA_005882895.1	1.0	1.0																												GB_GCA_005882895.1	GB_GCA_005882895.1		1;2;79;1547;1932;1933;1934;3273;3275	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005882895;GB_GCA_005882895.1		0.53	0.49	0.23	0.45	0.45	medium
GB_GCA_005884635.1	1.0	1.0																												GB_GCA_005884635.1	GB_GCA_005884635.1		1;2;79;1547;1932;1933;1934;3522;3523	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001919285;GB_GCA_005884635.1		0.19	0.82	0.24	0.67	0.72	medium
GB_GCA_001919285.1	1.0	1.0																												GB_GCA_001919285.1	GB_GCA_001919285.1		1;2;79;1547;1932;1933;1934;3522;3524	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001919285;GB_GCA_001919285.1		0.0	0.63	0.88	0.17	0.02	low
GB_GCA_005883075.1	1.0	1.0																												GB_GCA_005883075.1	GB_GCA_005883075.1		1;2;79;1547;1932;1933;1934;3962;3963	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005883075;GB_GCA_005883075.1		0.35	0.6	0.69	0.86	0.52	high
GB_GCA_005884215.1	1.0	1.0																												GB_GCA_005884215.1	GB_GCA_005884215.1		1;2;79;1547;1932;1933;1934;3962;3964	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005883075;GB_GCA_005884215.1		0.87	0.35	0.16	0.31	0.14	medium
GB_GCA_001918745.1	1.0	1.0																												GB_GCA_001918745.1	GB_GCA_001918745.1		1;2;79;1547;1932;1933;1934;4004;4005	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001918745;GB_GCA_001918745.1		0.69	0.29	0.86	0.06	0.7	medium
GB_GCA_001919175.1	1.0	1.0																												GB_GCA_001919175.1	GB_GCA_001919175.1		1;2;79;1547;1932;1933;1934;4004;4006	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001918745;GB_GCA_001919175.1		0.99	0.73	0.23	0.32	0.84	medium
