FeatureID	sample1	sample2	sample3	sample4	sample5	Taxon
GB_GCA_001774245.1	0.81	0.36	0.40	0.90	0.84	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__UBA8941;s__UBA8941 sp001774245
GB_GCA_003662205.1	0.19	0.36	0.99	0.13	0.56	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__B46-G15;s__B46-G15 sp003662205
GB_GCA_003662535.1	0.69	0.05	0.57	0.55	0.09	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__B24-G1;g__B24-G1;s__B24-G1 sp003662535
GB_GCA_002255025.1	0.25	0.77	0.32	0.78	0.69	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__EX4484-135;g__EX4484-135;s__EX4484-135 sp002255025
GB_GCA_011040545.1	0.83	0.05	0.62	0.86	0.59	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__EX4484-135;g__EX4484-135;s__EX4484-135 sp011040545
GB_GCA_001775995.1	0.47	0.42	0.96	0.51	0.68	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__RBG-16-48-13;g__RBG-16-48-13;s__RBG-16-48-13 sp001775995
GB_GCA_004347915.1	0.00	0.05	0.36	0.43	0.77	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp004347965
GB_GCA_011369775.1	0.08	0.49	0.63	0.11	0.46	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp004347965
GB_GCA_011366535.1	0.31	0.17	0.26	0.01	0.36	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp004347965
GB_GCA_004347965.1	0.67	0.76	0.91	0.95	0.90	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp004347965
GB_GCA_003649565.1	0.34	0.62	0.10	0.10	0.40	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp003649565
GB_GCA_011605835.1	0.78	0.41	0.73	0.84	0.10	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp011605835
GB_GCA_003650865.1	0.55	0.29	0.86	0.87	0.86	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp003650865
GB_GCA_011369545.1	0.52	0.84	0.36	0.29	0.68	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp011369545
GB_GCA_011362155.1	0.83	0.33	0.38	0.39	0.33	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp011362155
GB_GCA_011364865.1	0.23	0.68	0.49	0.64	0.25	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__DTCF01;g__DTCF01;s__DTCF01 sp011364865
GB_GCA_011364685.1	0.78	0.94	0.96	0.96	0.02	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__DTCF01;g__DTCF01;s__DTCF01 sp011364865
GB_GCA_003649615.1	0.15	0.09	0.31	0.78	0.88	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__B40-G2;g__B40-G2;s__B40-G2 sp003649615
GB_GCA_011375665.1	0.20	0.28	0.20	0.76	0.02	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__B40-G2;g__DRYY01;s__DRYY01 sp011375665
GB_GCA_001717005.1	0.72	0.21	0.46	0.67	0.99	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanomethylicus;s__Methanomethylicus mesodigestum
GB_GCA_002507395.1	0.16	0.17	0.94	0.56	0.51	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanomethylicus;s__Methanomethylicus mesodigestum
GB_GCA_001717035.1	0.78	0.93	0.83	0.26	0.52	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanomethylicus;s__Methanomethylicus mesodigestum
GB_GCA_002504985.1	0.57	0.66	0.88	0.58	0.97	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanomethylicus;s__Methanomethylicus oleusabulum
GB_GCA_001717025.1	0.29	0.60	0.51	0.12	0.52	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanomethylicus;s__Methanomethylicus oleusabulum
GB_GCA_011329225.1	0.02	0.65	0.17	0.28	0.70	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanomethylicus;s__Methanomethylicus mesodigestum_A
GB_GCA_004212145.1	0.97	0.51	0.31	0.42	0.40	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO11;s__WYZ-LMO11 sp004348015
GB_GCA_004348015.1	0.90	0.48	0.26	0.47	0.99	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO11;s__WYZ-LMO11 sp004348015
GB_GCA_011605765.1	0.30	0.62	0.66	0.41	0.84	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO11;s__WYZ-LMO11 sp004348015
GB_GCA_011605805.1	0.67	0.28	0.53	0.73	0.05	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO10;s__WYZ-LMO10 sp004347955
GB_GCA_004347955.1	0.91	0.80	0.53	0.34	0.57	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO10;s__WYZ-LMO10 sp004347955
GB_GCA_011362965.1	0.17	0.75	0.21	0.42	0.75	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO10;s__WYZ-LMO10 sp011362965
GB_GCA_014361445.1	0.89	0.90	0.30	0.59	0.34	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO10;s__WYZ-LMO10 sp014361445
GB_GCA_001717015.1	0.78	0.63	0.07	0.43	0.60	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanosuratus;s__Methanosuratus petracarbonis_A
GB_GCA_014361425.1	0.74	0.63	0.29	0.41	0.33	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanosuratus;s__Methanosuratus petracarbonis_A
GB_GCA_004028775.1	0.84	0.13	0.94	0.72	0.81	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanosuratus;s__Methanosuratus subterraneum_A
GB_GCA_011373925.1	0.46	0.84	0.10	0.73	0.29	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanosuratus;s__Methanosuratus subterraneum_A
GB_GCA_014361455.1	0.86	0.70	0.74	0.02	0.44	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanosuratus;s__Methanosuratus sp014361455
GB_GCA_003649085.1	0.89	0.93	0.20	0.69	0.99	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__B66-G16;g__B66-G16;s__B66-G16 sp003649085
GB_GCA_011366965.1	0.25	0.19	0.22	0.27	0.93	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__DTDM01;f__DTDM01;g__DTDM01;s__DTDM01 sp011362245
GB_GCA_011362245.1	0.57	0.83	0.61	0.26	0.75	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__DTDM01;f__DTDM01;g__DTDM01;s__DTDM01 sp011362245
GB_GCA_003649145.1	0.18	0.42	0.50	0.19	0.54	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__B29-G17;g__B29-G17;s__B29-G17 sp003649145
GB_GCA_003649155.1	0.68	0.46	0.82	0.26	0.13	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__B29-G17;g__B29-G17;s__B29-G17 sp003649145
GB_GCA_003650625.1	0.45	0.15	0.19	0.03	0.01	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__B29-G17;g__B29-G17;s__B29-G17 sp003650625
GB_GCA_003649185.1	0.95	0.64	0.45	0.30	0.19	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__B10-G16;g__B10-G16;s__B10-G16 sp003649185
GB_GCA_011043115.1	0.21	0.36	0.05	0.31	0.01	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__B10-G16;g__B10-G16;s__B10-G16 sp003649185
GB_GCA_011372955.1	0.66	0.01	0.89	0.77	0.91	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__DSZF01;g__DSZF01;s__DSZF01 sp011372955
GB_GCA_011380245.1	0.64	0.70	0.79	0.57	0.19	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__DSZF01;g__DSZF01;s__DSZF01 sp011372955
GB_GCA_011367155.1	0.88	0.87	0.30	0.81	0.90	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__DSZF01;g__DSZF01;s__DSZF01 sp011367155
GB_GCA_011370515.1	1.00	0.25	0.57	0.85	0.14	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__DSZF01;g__DSZF01;s__DSZF01 sp011370515
GB_GCA_011605825.1	0.36	0.75	0.41	0.73	0.86	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__DSZF01;g__DSZF01;s__DSZF01 sp011605825
GB_GCA_011358815.1	0.98	0.60	0.79	0.31	0.02	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__Korarchaeum cryptofilum
RS_GCF_000019605.1	0.74	0.84	0.41	0.03	0.16	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__Korarchaeum cryptofilum
RS_GCF_003948265.1	0.33	0.74	0.08	0.45	0.11	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__Korarchaeum cryptofilum
GB_GCA_003344655.1	0.97	0.69	0.50	0.87	0.39	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__Korarchaeum sp003344655
GB_GCA_011056255.1	0.50	0.82	0.52	0.74	0.65	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__Korarchaeum sp011056255
RS_GCF_003947435.1	0.88	0.03	0.14	0.31	0.28	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Methanodesulfokores;s__Methanodesulfokores washburnensis
GB_GCA_004347975.1	0.90	0.67	0.25	0.79	0.99	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Methanodesulfokores;s__Methanodesulfokores washburnensis
GB_GCA_004212055.1	0.17	0.53	0.92	0.31	0.14	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Methanodesulfokores;s__Methanodesulfokores washburnensis
GB_GCA_011042755.1	0.55	0.45	0.83	0.44	0.92	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__DRBY01;s__DRBY01 sp011042755
GB_GCA_003661445.1	0.63	0.09	0.72	0.17	0.71	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__B14-G2;g__B14-G2;s__B14-G2 sp003661385
GB_GCA_003661385.1	0.36	0.73	0.08	0.10	0.80	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__B14-G2;g__B14-G2;s__B14-G2 sp003661385
GB_GCA_003661265.1	0.87	0.50	0.62	0.79	0.53	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__QMVU01;g__QMVU01;s__QMVU01 sp003661265
GB_GCA_003661365.1	0.31	0.24	0.72	0.96	0.22	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__QMVU01;g__QMVU01;s__QMVU01 sp003661365
GB_GCA_011041895.1	0.26	0.70	0.62	0.94	0.21	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895
GB_GCA_011366955.1	0.26	0.22	0.47	0.17	0.14	d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__JAAOZP01;g__JAAOZP01;s__JAAOZP01 sp011363915
GB_GCA_011363915.1	0.63	0.54	0.48	0.77	0.07	d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__JAAOZP01;g__JAAOZP01;s__JAAOZP01 sp011363915
GB_GCA_011605725.1	0.18	0.68	0.72	0.54	0.69	d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__JAAOZP01;g__JAAOZP01;s__JAAOZP01 sp011605725
GB_GCA_011389375.1	0.56	0.16	0.94	0.15	0.12	d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__JAAOZP01;g__JAAOZP01;s__JAAOZP01 sp011389375
GB_GCA_011362045.1	0.44	0.19	0.69	0.57	0.64	d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__JAAOZP01;g__JAAOZP01;s__JAAOZP01 sp011362045
GB_GCA_002255045.1	0.18	0.83	0.61	0.69	0.68	d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__EX4484-205;g__EX4484-205;s__EX4484-205 sp002255045
GB_GCA_011042415.1	0.25	0.86	0.52	0.54	0.15	d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__EX4484-205;g__EX4484-205;s__EX4484-205 sp002255045
GB_GCA_011332645.1	0.59	0.46	0.22	0.38	0.60	d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__DTQO01;g__DTQO01;s__DTQO01 sp011332645
GB_GCA_011371845.1	0.55	0.12	0.08	0.83	0.72	d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__DRUP01;g__DRUP01;s__DRUP01 sp011371845
GB_GCA_011605715.1	0.04	0.31	0.44	0.28	0.13	d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__JAAOZO01;g__JAAOZO01;s__JAAOZO01 sp011605715
GB_GCA_003661605.1	0.76	0.41	0.10	0.16	0.59	d__Archaea;p__Thermoproteota;c__QMWL01;o__QMWL01;f__QMWL01;g__QMWL01;s__QMWL01 sp003661605
